# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
110.12000 0.001662 0.000699 0.187820 -0.000101 -0.000049 0.000069 1.000000 0.0000142377 -0.0000000717 0.0000002419 0.0000144529 -0.0000001690 0.0010019051 0.0010232616 -0.0000001676 0.0000006630 0.0010237761 0.0000003247 0.0010266776
110.15600 0.001259 0.000605 0.211454 -0.000106 0.000031 0.000046 1.000000 0.0000142890 -0.0000000805 0.0000001410 0.0000145279 -0.0000001602 0.0010019336 0.0010229775 -0.0000001717 0.0000008293 0.0010235566 0.0000003760 0.0010280297
110.18800 0.001109 0.000659 0.234654 -0.000205 0.000165 0.000036 1.000000 0.0000143131 -0.0000000853 -0.0000000120 0.0000145875 -0.0000001696 0.0010019463 0.0010227366 -0.0000001642 0.0000009789 0.0010233144 0.0000004027 0.0010293534
110.22000 0.001004 0.000839 0.258231 -0.000234 0.000225 0.000004 1.000000 0.0000143588 -0.0000000935 -0.0000002542 0.0000146554 -0.0000003906 0.0010019686 0.0010225168 -0.0000001560 0.0000011054 0.0010231216 0.0000004490 0.0010309080
110.25600 0.001223 0.000359 0.285521 -0.000305 0.000047 0.000220 1.000000 0.0000143107 -0.0000001138 -0.0000003728 0.0000146907 -0.0000004501 0.0010018932 0.0010222494 -0.0000000472 0.0000012361 0.0010226196 0.0000005238 0.0010324037
110.28800 0.001007 0.000671 0.311473 -0.000270 0.000098 0.000131 1.000000 0.0000143537 -0.0000001226 -0.0000000544 0.0000147603 -0.0000005659 0.0010019066 0.0010220883 -0.0000000238 0.0000013843 0.0010224336 0.0000005511 0.0010345288
110.32000 0.000935 0.000486 0.338616 -0.000231 0.000120 0.000198 1.000000 0.0000143762 -0.0000001301 -0.0000001654 0.0000148224 -0.0000004877 0.0010019166 0.0010219402 0.0000000041 0.0000015433 0.0010222427 0.0000006097 0.0010369602
110.35600 0.000682 0.000126 0.369839 -0.000261 0.000004 0.000362 1.000000 0.0000144178 -0.0000001483 -0.0000001957 0.0000148902 -0.0000004374 0.0010019295 0.0010218223 0.0000000427 0.0000017319 0.0010220770 0.0000006769 0.0010401646
110.38800 0.000575 0.000164 0.399512 -0.000204 0.000088 0.000340 1.000000 0.0000144244 -0.0000001572 0.0000000623 0.0000149355 -0.0000005225 0.0010019401 0.0010217372 0.0000000795 0.0000018937 0.0010219320 0.0000007390 0.0010433317
110.42000 0.000177 0.000436 0.429715 -0.000160 0.000028 0.000235 1.000000 0.0000144598 -0.0000001643 -0.0000000951 0.0000149867 -0.0000004046 0.0010019465 0.0010217006 0.0000001244 0.0000020587 0.0010218353 0.0000008068 0.0010469809
110.45600 0.000385 -0.000224 0.466485 0.000064 0.000255 0.000325 1.000000 0.0000144528 -0.0000001908 0.0000000349 0.0000149849 -0.0000002878 0.0010019563 0.0010216447 0.0000001800 0.0000021867 0.0010217229 0.0000008759 0.0010515173
110.48800 0.000562 -0.000118 0.500388 0.000045 0.000402 0.000310 1.000000 0.0000144832 -0.0000002060 -0.0000003776 0.0000149940 0.0000001293 0.0010019518 0.0010216459 0.0000002332 0.0000023086 0.0010216744 0.0000009369 0.0010560902
110.52000 0.000501 -0.000678 0.534650 0.000132 0.000420 0.000408 1.000000 0.0000144796 -0.0000002146 -0.0000007076 0.0000150205 0.0000000774 0.0010019693 0.0010217029 0.0000002705 0.0000025186 0.0010216304 0.0000009747 0.0010611632
110.55600 0.000711 -0.000851 0.575209 0.000162 0.000592 0.000429 1.000000 0.0000144965 -0.0000002281 -0.0000008160 0.0000150133 0.0000002701 0.0010019619 0.0010217609 0.0000003561 0.0000026645 0.0010216374 0.0000010592 0.0010674129
110.58800 0.000989 -0.001196 0.612450 0.000202 0.000742 0.000507 1.000000 0.0000144903 -0.0000002320 -0.0000011534 0.0000149915 0.0000003469 0.0010019660 0.0010218253 0.0000003947 0.0000028080 0.0010216421 0.0000010703 0.0010734670
110.62000 0.000920 -0.001582 0.650386 0.000279 0.000748 0.000570 1.000000 0.0000145151 -0.0000002333 -0.0000014423 0.0000150291 0.0000004382 0.0010019657 0.0010220305 0.0000004718 0.0000030154 0.0010217602 0.0000011141 0.0010803607
110.65600 0.001095 -0.000744 0.694944 0.000160 0.000859 0.000381 1.000000 0.0000144690 -0.0000002017 -0.0000014573 0.0000149860 0.0000005395 0.0010018884 0.0010221120 0.0000005932 0.0000031743 0.0010216732 0.0000010887 0.0010886466
110.68800 0.001368 -0.000818 0.735717 0.000154 0.000969 0.000423 0.999999 0.0000144947 -0.0000002009 -0.0000016859 0.0000150084 0.0000003024 0.0010018859 0.0010224119 0.0000006744 0.0000034046 0.0010219035 0.0000011410 0.0010970733
110.72000 0.001432 -0.001240 0.778127 0.000210 0.001001 0.000518 0.999999 0.0000144976 -0.0000001950 -0.0000019217 0.0000150180 0.0000003093 0.0010018802 0.0010227450 0.0000007381 0.0000036394 0.0010221230 0.0000011764 0.0011063116
110.75600 0.002175 -0.001821 0.827741 0.000217 0.001203 0.000690 0.999999 0.0000145232 -0.0000001910 -0.0000019521 0.0000150468 0.0000003796 0.0010018806 0.0010232682 0.0000008321 0.0000039300 0.0010225395 0.0000012251 0.0011177590
110.78800 0.002107 -0.002092 0.872769 0.000238 0.001176 0.000721 0.999999 0.0000145257 -0.0000001853 -0.0000023592 0.0000150417 0.0000003840 0.0010018696 0.0010237365 0.0000008965 0.0000042633 0.0010228979 0.0000012818 0.0011287262
110.82000 0.002110 -0.002710 0.918755 0.000311 0.001155 0.000818 0.999999 0.0000145478 -0.0000001823 -0.0000022894 0.0000150671 0.0000004456 0.0010018683 0.0010243875 0.0000009810 0.0000046038 0.0010234249 0.0000013127 0.0011407141
110.85600 0.002088 -0.002827 0.972733 0.000298 0.001143 0.000838 0.999999 0.0000145502 -0.0000001698 -0.0000022689 0.0000150597 0.0000005798 0.0010018569 0.0010250903 0.0000010402 0.0000050653 0.0010240037 0.0000013579 0.0011551557
110.88800 0.002296 -0.003271 1.022957 0.000329 0.001183 0.000949 0.999999 0.0000145671 -0.0000001589 -0.0000022597 0.0000150594 0.0000005306 0.0010018416 0.0010258499 0.0000011319 0.0000054155 0.0010247056 0.0000013913 0.0011690727
110.92000 0.002127 -0.003529 1.075546 0.000367 0.001152 0.000976 0.999999 0.0000145593 -0.0000001523 -0.0000023210 0.0000150006 0.0000006372 0.0010018175 0.0010265084 0.0000011202 0.0000059220 0.0010253592 0.0000014823 0.0011831929
110.95600 0.001890 -0.003814 1.136649 0.000417 0.001080 0.001012 0.999999 0.0000145803 -0.0000001562 -0.0000022518 0.0000150260 0.0000007202 0.0010018106 0.0010277721 0.0000012361 0.0000065009 0.0010264208 0.0000015107 0.0012007557
110.98800 0.001984 -0.003864 1.194479 0.000407 0.001102 0.001012 0.999999 0.0000145856 -0.0000001475 -0.0000020983 0.0000150185 0.0000007746 0.0010017926 0.0010289017 0.0000012600 0.0000070655 0.0010274333 0.0000014508 0.0012167615
111.02000 0.002056 -0.004212 1.253859 0.000443 0.001103 0.001086 0.999999 0.0000146016 -0.0000001439 -0.0000021385 0.0000150188 0.0000008084 0.0010017892 0.0010301911 0.0000012958 0.0000075198 0.0010286527 0.0000014397 0.0012327130
111.05600 0.002061 -0.004209 1.324893 0.000440 0.001101 0.001057 0.999999 0.0000145862 -0.0000001245 -0.0000021522 0.0000149896 0.0000008689 0.0010017584 0.0010317156 0.0000012437 0.0000084693 0.0010300145 0.0000013313 0.0012495060
111.08800 0.001771 -0.005102 1.388795 0.000564 0.001052 0.001110 0.999999 0.0000146039 -0.0000001278 -0.0000021243 0.0000150133 0.0000008664 0.0010017524 0.0010335880 0.0000013224 0.0000092949 0.0010316599 0.0000013133 0.0012679323
111.12000 0.001730 -0.005332 1.456126 0.000587 0.001027 0.001085 0.999999 0.0000146094 -0.0000001222 -0.0000020109 0.0000150114 0.0000010857 0.0010017430 0.0010354569 0.0000013346 0.0000105736 0.0010333548 0.0000013056 0.0012843708
111.15600 0.002286 -0.005477 1.535626 0.000579 0.001094 0.001127 0.999999 0.0000146330 -0.0000001307 -0.0000019691 0.0000150489 0.0000011558 0.0010017416 0.0010381269 0.0000014647 0.0000115881 0.0010356814 0.0000012833 0.0013090172
111.18800 0.002054 -0.005769 1.606010 0.000614 0.001048 0.001098 0.999999 0.0000146574 -0.0000001381 -0.0000021045 0.0000150473 0.0000011239 0.0010017307 0.0010406085 0.0000016361 0.0000123582 0.0010381331 0.0000012529 0.0013318146
111.22000 0.002251 -0.006145 1.677028 0.000629 0.001059 0.001132 0.999999 0.0000146847 -0.0000001502 -0.0000019686 0.0000150805 0.0000011750 0.0010017308 0.0010434918 0.0000018316 0.0000134199 0.0010407542 0.0000012682 0.0013568012
111.25600 0.002319 -0.006399 1.758017 0.000639 0.001056 0.001119 0.999999 0.0000147116 -0.0000001539 -0.0000019965 0.0000150763 0.0000012185 0.0010017237 0.0010466293 0.0000020036 0.0000143072 0.0010439409 0.0000011151 0.0013851920
111.28800 0.002218 -0.006907 1.829511 0.000715 0.001021 0.001115 0.999999 0.0000147365 -0.0000001669 -0.0000019737 0.0000150995 0.0000012934 0.0010017202 0.0010498772 0.0000022065 0.0000153314 0.0010470004 0.0000010457 0.0014129041
111.32000 0.001849 -0.007346 1.900265 0.000777 0.000952 0.001122 0.999999 0.0000147569 -0.0000001709 -0.0000018805 0.0000150829 0.0000014356 0.0010017153 0.0010529426 0.0000024020 0.0000161179 0.0010502593 0.0000009033 0.0014412427
111.35600 0.002068 -0.007981 1.980162 0.000836 0.000983 0.001128 0.999999 0.0000147847 -0.0000001871 -0.0000017733 0.0000151093 0.0000015408 0.0010017157 0.0010569806 0.0000027101 0.0000173513 0.0010541204 0.0000008799 0.0014764229
111.38800 0.001786 -0.008549 2.049269 0.000884 0.000965 0.001108 0.999999 0.0000148047 -0.0000001904 -0.0000018218 0.0000150846 0.0000016480 0.0010017119 0.0010602472 0.0000029148 0.0000179356 0.0010577810 0.0000006891 0.0015084999
111.42000 0.001628 -0.008606 2.117206 0.000877 0.000939 0.001067 0.999999 0.0000148228 -0.0000002084 -0.0000017486 0.0000150980 0.0000017647 0.0010017111 0.0010639790 0.0000032648 0.0000188359 0.0010614876 0.0000006959 0.0015430197
111.45600 0.001125 -0.009145 2.189256 0.000893 0.000928 0.001100 0.999999 0.0000148252 -0.0000002121 -0.0000017421 0.0000150435 0.0000017348 0.0010017082 0.0010673239 0.0000034633 0.0000185127 0.0010655434 0.0000004490 0.0015797592
111.48800 0.001147 -0.009462 2.252007 0.000901 0.000950 0.001110 0.999999 0.0000148464 -0.0000002265 -0.0000016877 0.0000150508 0.0000017608 0.0010017091 0.0010709547 0.0000038289 0.0000191189 0.0010694059 0.0000004311 0.0016168914
111.52000 0.000611 -0.010355 2.313802 0.000996 0.000881 0.001104 0.999999 0.0000148661 -0.0000002275 -0.0000016671 0.0000150211 0.0000017818 0.0010017106 0.0010740853 0.0000040671 0.0000188816 0.0010734014 0.0000003348 0.0016532674
111.55600 0.000275 -0.011182 2.378741 0.001066 0.000826 0.001119 0.999998 0.0000148880 -0.0000002436 -0.0000015249 0.0000150374 0.0000019655 0.0010017135 0.0010783904 0.0000044899 0.0000192090 0.0010779418 0.0000003056 0.0016928328
111.58800 -0.000815 -0.010594 2.427491 0.001004 0.000728 0.001077 0.999999 0.0000148760 -0.0000002365 -0.0000014269 0.0000149846 0.0000020428 0.0010017102 0.0010806054 0.0000046127 0.0000160368 0.0010810668 0.0000000626 0.0016926974
111.62000 -0.001252 -0.009389 2.478660 0.000901 0.000710 0.001056 0.999999 0.0000148755 -0.0000002475 -0.0000012098 0.0000149924 0.0000019809 0.0010017106 0.0010835327 0.0000049206 0.0000147390 0.0010840205 -0.0000000638 0.0016962745
111.65600 -0.001861 -0.010667 2.538682 0.001023 0.000663 0.001070 0.999999 0.0000148857 -0.0000002427 -0.0000011786 0.0000149640 0.0000017896 0.0010017148 0.0010865070 0.0000050400 0.0000131774 0.0010880281 -0.0000000922 0.0016999277
111.68800 -0.002080 -0.010701 2.584916 0.001044 0.000665 0.001075 0.999999 0.0000148886 -0.0000002541 -0.0000010680 0.0000149576 0.0000020314 0.0010017107 0.0010896783 0.0000053972 0.0000119078 0.0010916343 0.0000002406 0.0016907599
111.72000 -0.002871 -0.012055 2.633689 0.001167 0.000576 0.001052 0.999999 0.0000148987 -0.0000002457 -0.0000010490 0.0000149150 0.0000020621 0.0010017137 0.0010916479 0.0000055700 0.0000099932 0.0010952654 0.0000005383 0.0016680281
111.75600 -0.002041 -0.011816 2.677162 0.001158 0.000647 0.001064 0.999999 0.0000149188 -0.0000002592 -0.0000008527 0.0000149294 0.0000023614 0.0010017179 0.0010955039 0.0000061268 0.0000099546 0.0010998507 0.0000011067 0.0016743345
111.78800 -0.002211 -0.011730 2.725469 0.001149 0.000684 0.001057 0.999999 0.0000149257 -0.0000002486 -0.0000010412 0.0000148965 0.0000023152 0.0010017228 0.0010972752 0.0000061670 0.0000084299 0.0011031057 0.0000013138 0.0016336686
111.82000 -0.002354 -0.012052 2.759433 0.001166 0.000686 0.001057 0.999999 0.0000149370 -0.0000002610 -0.0000010706 0.0000149034 0.0000022572 0.0010017267 0.0011006540 0.0000067099 0.0000084666 0.0011073054 0.0000020237 0.0016220745
111.85600 -0.003483 -0.012736 2.809228 0.001229 0.000583 0.001049 0.999999 0.0000149209 -0.0000002382 -0.0000010653 0.0000148503 0.0000022993 0.0010017320 0.0011017484 0.0000063992 0.0000070150 0.0011101541 0.0000020894 0.0015611584
111.88800 -0.003164 -0.013053 2.836247 0.001232 0.000622 0.001054 0.999998 0.0000149288 -0.0000002449 -0.0000008363 0.0000148534 0.0000024328 0.0010017368 0.0011050041 0.0000068180 0.0000074092 0.0011144795 0.0000029566 0.0015456490
111.92000 -0.003457 -0.013858 2.871125 0.001293 0.000598 0.001059 0.999998 0.0000149344 -0.0000002337 -0.0000008964 0.0000148261 0.0000024759 0.0010017429 0.0011061831 0.0000067951 0.0000065225 0.0011173990 0.0000029848 0.0014928520
111.95600 -0.003829 -0.014606 2.894327 0.001375 0.000577 0.001065 0.999998 0.0000149428 -0.0000002407 -0.0000008621 0.0000148337 0.0000026316 0.0010017486 0.0011090394 0.0000072484 0.0000071800 0.0011214639 0.0000039583 0.0014760122
111.98800 -0.004361 -0.014299 2.924522 0.001335 0.000553 0.001041 0.999998 0.0000149237 -0.0000002250 -0.0000008157 0.0000147994 0.0000027065 0.0010017503 0.0011094284 0.0000071303 0.0000062394 0.0011228555 0.0000033040 0.0014121795
112.02000 -0.004205 -0.013905 2.941099 0.001298 0.000582 0.001023 0.999998 0.0000149189 -0.0000002287 -0.0000007558 0.0000148020 0.0000026539 0.0010017544 0.0011115702 0.0000073717 0.0000070206 0.0011258039 0.0000041317 0.0013902269
112.05600 -0.004390 -0.014266 2.967258 0.001308 0.000590 0.001015 0.999998 0.0000149023 -0.0000002075 -0.0000008244 0.0000147710 0.0000025924 0.0010017589 0.0011118599 0.0000069354 0.0000063702 0.0011274372 0.0000034080 0.0013396798
112.08800 -0.004164 -0.013459 2.980426 0.001241 0.000625 0.000983 0.999999 0.0000148768 -0.0000002123 -0.0000008298 0.0000147726 0.0000025968 0.0010017564 0.0011136699 0.0000073738 0.0000069762 0.0011286995 0.0000038490 0.0013158416
112.12000 -0.004285 -0.012660 2.998776 0.001179 0.000613 0.000952 0.999999 0.0000148389 -0.0000001918 -0.0000008546 0.0000147376 0.0000024741 0.0010017540 0.0011134894 0.0000070479 0.0000062052 0.0011285619 0.0000027022 0.0012721763
112.15600 -0.003818 -0.012399 3.004863 0.001130 0.000645 0.000947 0.999999 0.0000148400 -0.0000001967 -0.0000008523 0.0000147409 0.0000023405 0.0010017601 0.0011150947 0.0000075320 0.0000071940 0.0011313511 0.0000035658 0.0012622921
112.18800 -0.004140 -0.011802 3.016844 0.001070 0.000636 0.000926 0.999999 0.0000148149 -0.0000001769 -0.0000009170 0.0000147072 0.0000022221 0.0010017616 0.0011144814 0.0000072049 0.0000065755 0.0011315077 0.0000025545 0.0012300369
112.22000 -0.003646 -0.012880 3.019344 0.001111 0.000682 0.000960 0.999999 0.0000147887 -0.0000001765 -0.0000009225 0.0000147054 0.0000021447 0.0010017595 0.0011154452 0.0000073574 0.0000072870 0.0011321483 0.0000032573 0.0012191007
112.25600 -0.004010 -0.013030 3.026364 0.001117 0.000660 0.000970 0.999999 0.0000147736 -0.0000001557 -0.0000009687 0.0000146759 0.0000022461 0.0010017636 0.0011148257 0.0000069192 0.0000068221 0.0011330834 0.0000023811 0.0011971591
112.28800 -0.003675 -0.013082 3.025433 0.001101 0.000670 0.000967 0.999999 0.0000147655 -0.0000001548 -0.0000009203 0.0000146738 0.0000022635 0.0010017680 0.0011154554 0.0000071159 0.0000077708 0.0011348814 0.0000032616 0.0011913598
112.32000 -0.003910 -0.012990 3.029440 0.001095 0.000678 0.000952 0.999999 0.0000147408 -0.0000001325 -0.0000009832 0.0000146405 0.0000022384 0.0010017703 0.0011144151 0.0000065340 0.0000071140 0.0011350089 0.0000021928 0.0011722867
112.35600 -0.003555 -0.013044 3.026667 0.001075 0.000721 0.000941 0.999999 0.0000147310 -0.0000001304 -0.0000010221 0.0000146391 0.0000022260 0.0010017755 0.0011149045 0.0000067031 0.0000079962 0.0011367996 0.0000030338 0.0011686582
112.38800 -0.003781 -0.012838 3.029167 0.001059 0.000736 0.000918 0.999999 0.0000147003 -0.0000001080 -0.0000011017 0.0000146056 0.0000021952 0.0010017763 0.0011137381 0.0000060502 0.0000072157 0.0011364635 0.0000018765 0.0011527840
112.42000 -0.003401 -0.012807 3.025963 0.001017 0.000742 0.000907 0.999999 0.0000146839 -0.0000001043 -0.0000010789 0.0000146002 0.0000021194 0.0010017804 0.0011139909 0.0000061058 0.0000079497 0.0011377920 0.0000026457 0.0011496797
112.45600 -0.003501 -0.012448 3.026156 0.000979 0.000763 0.000904 0.999999 0.0000146529 -0.0000000835 -0.0000011608 0.0000145701 0.0000020748 0.0010017808 0.0011128875 0.0000054801 0.0000071532 0.0011373626 0.0000014963 0.0011375242
112.48800 -0.003554 -0.012190 3.028555 0.000978 0.000781 0.000891 0.999999 0.0000146183 -0.0000000784 -0.0000011752 0.0000145472 0.0000020749 0.0010017740 0.0011125787 0.0000052083 0.0000068390 0.0011360189 0.0000014774 0.0011369844
112.52000 -0.003617 -0.011910 3.028767 0.000960 0.000770 0.000880 0.999999 0.0000145923 -0.0000000746 -0.0000011861 0.0000145296 0.0000020748 0.0010017688 0.0011123441 0.0000050069 0.0000065995 0.0011350128 0.0000014659 0.0011365679
112.55600 -0.003617 -0.011578 3.028000 0.000932 0.000754 0.000866 0.999999 0.0000145729 -0.0000000719 -0.0000011942 0.0000145163 0.0000020748 0.0010017649 0.0011121671 0.0000048577 0.0000064181 0.0011342619 0.0000014587 0.0011362498
112.58800 -0.003642 -0.011428 3.027340 0.000919 0.000740 0.000860 0.999999 0.0000145621 -0.0000000704 -0.0000011987 0.0000145088 0.0000020747 0.0010017627 0.0011120683 0.0000047755 0.0000063167 0.0011338460 0.0000014553 0.0011360711
112.62000 -0.003644 -0.011323 3.026663 0.000907 0.000729 0.000856 0.999999 0.0000145555 -0.0000000695 -0.0000012014 0.0000145041 0.0000020747 0.0010017614 0.0011120071 0.0000047250 0.0000062537 0.0011335895 0.0000014534 0.0011359599
112.65600 -0.003669 -0.011211 3.025972 0.000894 0.000714 0.000852 0.999999 0.0000145511 -0.0000000689 -0.0000012033 0.0000145011 0.0000020746 0.0010017605 0.0011119670 0.0000046920 0.0000062123 0.0011334218 0.0000014522 0.0011358869
112.68800 -0.003712 -0.011157 3.025499 0.000888 0.000700 0.000849 0.999999 0.0000145489 -0.0000000686 -0.0000012042 0.0000144995 0.0000020746 0.0010017601 0.0011119465 0.0000046752 0.0000061912 0.0011333363 0.0000014516 0.0011358497
112.72000 -0.003737 -0.011127 3.025184 0.000886 0.000692 0.000847 0.999999 0.0000145476 -0.0000000684 -0.0000012047 0.0000144986 0.0000020746 0.0010017598 0.0011119345 0.0000046653 0.0000061787 0.0011332860 0.0000014513 0.0011358277
112.75600 -0.003731 -0.011105 3.025003 0.000884 0.000690 0.000846 0.999999 0.0000145467 -0.0000000683 -0.0000012051 0.0000144980 0.0000020746 0.0010017596 0.0011119268 0.0000046590 0.0000061707 0.0011332540 0.0000014511 0.0011358137
112.78800 -0.003729 -0.011098 3.024921 0.000882 0.000689 0.000846 0.999999 0.0000145463 -0.0000000682 -0.0000012052 0.0000144977 0.0000020746 0.0010017595 0.0011119230 0.0000046559 0.0000061667 0.0011332380 0.0000014510 0.0011358067
112.82000 -0.003737 -0.011084 3.024869 0.000881 0.000687 0.000845 0.999999 0.0000145461 -0.0000000682 -0.0000012053 0.0000144975 0.0000020746 0.0010017595 0.0011119207 0.0000046540 0.0000061644 0.0011332286 0.0000014510 0.0011358026
112.85600 -0.003742 -0.011085 3.024858 0.000881 0.000686 0.000845 0.999999 0.0000145459 -0.0000000682 -0.0000012054 0.0000144974 0.0000020746 0.0010017595 0.0011119193 0.0000046529 0.0000061629 0.0011332227 0.0000014509 0.0011358001
112.88800 -0.003735 -0.011079 3.024870 0.000881 0.000687 0.000845 0.999999 0.0000145459 -0.0000000682 -0.0000012054 0.0000144973 0.0000020746 0.0010017594 0.0011119186 0.0000046523 0.0000061622 0.0011332197 0.0000014509 0.0011357988
112.92000 -0.003733 -0.011080 3.024882 0.000881 0.000688 0.000845 0.999999 0.0000145458 -0.0000000682 -0.0000012055 0.0000144973 0.0000020746 0.0010017594 0.0011119182 0.0000046519 0.0000061618 0.0011332180 0.0000014509 0.0011357980
112.95600 -0.003733 -0.011074 3.024892 0.000880 0.000688 0.000845 0.999999 0.0000145458 -0.0000000681 -0.0000012055 0.0000144973 0.0000020746 0.0010017594 0.0011119179 0.0000046517 0.0000061615 0.0011332169 0.0000014509 0.0011357975
112.98800 -0.003732 -0.011073 3.024902 0.000880 0.000688 0.000845 0.999999 0.0000145458 -0.0000000681 -0.0000012055 0.0000144973 0.0000020746 0.0010017594 0.0011119178 0.0000046516 0.0000061613 0.0011332164 0.0000014509 0.0011357973
113.02000 -0.003733 -0.011074 3.024910 0.000880 0.000688 0.000845 0.999999 0.0000145458 -0.0000000681 -0.0000012055 0.0000144973 0.0000020746 0.0010017594 0.0011119177 0.0000046515 0.0000061613 0.0011332161 0.0000014509 0.0011357972
113.05600 -0.003733 -0.011074 3.024918 0.000880 0.000688 0.000845 0.999999 0.0000145458 -0.0000000681 -0.0000012055 0.0000144973 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332159 0.0000014509 0.0011357971
113.08800 -0.003732 -0.011074 3.024923 0.000880 0.000688 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332158 0.0000014509 0.0011357970
113.12000 -0.003732 -0.011074 3.024927 0.000880 0.000688 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332157 0.0000014509 0.0011357970
113.15600 -0.003732 -0.011075 3.024930 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332157 0.0000014509 0.0011357970
113.18800 -0.003731 -0.011076 3.024932 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332156 0.0000014509 0.0011357970
113.22000 -0.003731 -0.011076 3.024933 0.000881 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332156 0.0000014509 0.0011357970
113.25600 -0.003731 -0.011076 3.024934 0.000881 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061612 0.0011332156 0.0000014509 0.0011357970
113.28800 -0.003731 -0.011076 3.024934 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.32000 -0.003731 -0.011076 3.024935 0.000881 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.35600 -0.003731 -0.011076 3.024935 0.000881 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.38800 -0.003731 -0.011076 3.024935 0.000881 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.42000 -0.003731 -0.011076 3.024935 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.45600 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.48800 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.52000 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.55600 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.58800 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.62000 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.65600 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
113.68800 -0.003731 -0.011076 3.024936 0.000880 0.000689 0.000845 0.999999 0.0000145457 -0.0000000681 -0.0000012055 0.0000144972 0.0000020746 0.0010017594 0.0011119176 0.0000046515 0.0000061611 0.0011332156 0.0000014509 0.0011357970
